0.094800	0.770253	bite
1.113904	1.541987	bite
1.553837	1.774544	bite
2.097458	2.737360	bite
3.039536	3.799536	bite
3.898665	4.538665	bite
5.249570	6.049570	bite
6.298299	6.914501	bite
7.187052	7.867052	bite
7.915830	8.635830	chew
8.798658	9.558658	chewbite
9.657786	10.377786	chew
10.410264	11.250264	chewbite
11.334567	12.094567	chewbite
12.175921	12.935921	chew
12.999499	13.953427	chewbite
14.042303	14.729605	bite
14.812555	15.640000	chew
15.720000	16.480000	chewbite
16.536737	17.336737	chewbite
17.440000	18.200000	chewbite
18.254993	19.014993	chew
19.072646	19.832646	chewbite
19.914000	20.634000	chewbite
20.702028	21.422028	chew
21.519681	22.319681	chew
22.390659	23.110659	chew
23.220162	24.140162	chewbite
24.174091	24.974091	chew
25.068769	25.788769	chew
25.880497	26.680497	chewbite
26.739625	27.459625	chew
27.539503	28.379503	chew
28.511207	29.322935	chew
29.719911	30.639911	chewbite
30.697540	31.728494	chewbite
32.540222	33.494150	chew
33.588951	34.428951	chew
34.513254	35.273254	chew
35.289432	36.089432	chew
36.136710	37.016710	chew
37.108414	37.948414	chew
38.026792	38.906792	chew
38.933321	39.853321	chew
39.934650	40.854650	chew
40.983378	41.863378	chew
41.961007	42.681007	chew
42.772735	43.572735	chew
43.614088	44.445805	chew
45.101269	45.821269	chew
45.954472	46.674472	chew
46.724725	47.484725	chew
47.542378	48.262378	chew
48.389656	49.229656	chew
49.402835	50.282835	chew
51.032216	51.814319	chew
52.596422	53.333301	chew
