0.110732	0.910732	bite
1.706571	2.426571	bite
2.611966	3.251966	bite
3.719283	4.679283	bite
5.601722	6.361722	chewbite
6.832798	7.571824	chew
7.738193	8.330934	chew
8.454693	9.249268	chew
9.379628	10.115668	bite
10.363186	11.003186	bite
11.288122	12.008122	chewbite
12.095812	12.792770	chew
12.883961	13.603961	chew
13.760000	14.480000	chew
14.531910	15.251910	chew
15.339600	16.218940	chewbite
16.687922	17.447922	chewbite
17.560748	18.280748	chew
18.400000	19.120000	chewbite
19.200000	19.762355	chew
19.951251	20.589586	chew
20.719859	21.280031	chew
21.400000	22.120000	chew
22.200000	22.862843	chew
23.103848	23.813833	chew
23.944106	24.584106	bite
24.693174	25.413174	chewbite
25.533432	26.210850	chew
26.386718	27.181380	chewbite
27.956503	28.633920	chew
28.712084	29.432084	chewbite
29.493719	30.099487	chew
30.164623	30.789932	chew
30.855068	31.493404	chew
31.571567	32.291567	chew
32.581180	33.341180	chew
33.577766	34.307891	chew
34.320320	35.040320	chew
35.075901	35.688182	chew
35.720750	36.248354	chew
36.840000	37.400000	bite
38.046116	38.606289	chew
38.809388	39.394438	chew
39.596360	40.200000	chew
40.280000	41.000000	chew
41.080000	41.800000	chew
41.895672	42.625199	chewbite
42.892257	43.652257	chew
44.357824	45.048097	bite
45.280000	46.000000	chew
46.880000	47.600000	chew
47.673262	48.305084	chew
48.409303	49.047638	chew
49.145343	49.699001	chew
49.835788	50.489268	chew
50.591369	51.236218	chew
51.333923	51.959231	chew
52.004827	52.636649	chew
52.714812	53.327094	chew
53.431312	54.040580	chew
54.128270	54.848270	chew
54.942474	55.541728	chew
55.606864	56.199605	chew
56.675100	57.357159	chew
57.762876	58.487432	chew
