0.240503	0.840503	bite
1.009850	1.649850	bite
1.962504	2.482504	bite
2.640000	3.240000	chewbite
3.360000	4.000000	chew
4.120000	4.760000	chewbite
5.040000	5.680000	chewbite
5.920000	6.640000	chewbite
6.880000	7.600000	chewbite
7.760000	8.480000	chew
8.560000	9.280000	chewbite
9.353957	9.967811	chew
10.320000	10.960000	chewbite
11.160000	11.800000	chewbite
11.920000	12.600000	chew
12.680000	13.320000	chewbite
13.560000	14.200000	chewbite
14.440000	15.280000	chewbite
15.360000	16.040000	chew
16.240000	16.800000	chewbite
17.160000	17.800000	chewbite
18.120000	18.760000	chewbite
18.896399	19.585795	bite
19.800000	20.480000	chewbite
20.761400	21.280253	chew
21.624225	22.280000	chewbite
22.529883	23.151044	chewbite
24.480000	25.320000	chew
25.400000	26.122659	chew
26.280000	27.040000	chew
27.120000	27.920000	chew
28.000000	28.720000	chew
28.800000	29.600000	chew
29.720000	30.440000	chew
30.520000	31.240000	chew
31.320000	32.120000	chew
32.219277	32.939277	chew
33.080000	33.760000	chew
33.880000	34.600000	chew
34.760000	35.435697	chew
35.680000	36.388089	chew
36.809844	37.609844	chew
37.771604	38.451604	chew
38.600000	39.264504	chew
39.600000	40.414107	chew
40.596890	41.396890	chew
41.501180	42.141339	chew
