0.040518	0.522657	bite
2.545645	3.539147	bite
4.710058	5.318799	chew
5.474001	6.136335	chewbite
6.308772	6.948258	chew
7.224958	7.932082	chewbite
7.960492	8.583865	chew
8.648923	9.352478	chew
9.488987	10.059601	chew
10.280962	10.969639	chewbite
11.313977	11.960984	chewbite
12.144079	12.866358	chew
13.018178	13.578178	chewbite
13.920854	14.363832	bite
14.554126	14.954126	bite
15.298015	15.858015	bite
16.202353	16.651223	bite
17.401995	17.921995	chewbite
18.018742	18.778742	chew
18.914018	19.455557	chew
19.621142	20.341142	chew
20.498178	21.218178	chew
21.298178	22.178178	chew
22.258178	23.058178	chew
23.178178	23.978178	chew
24.058178	24.818178	chew
24.978178	25.938178	chew
26.255805	26.870529	chew
