0.360000	0.765667	bite
2.320000	2.687424	bite
5.533845	6.040000	chew
6.359850	6.860106	bite
7.379753	7.883887	bite
9.160000	9.795763	chewbite
9.976011	10.683136	chewbite
11.720000	12.440000	chew
12.556112	13.080556	bite
13.204444	14.092497	chewbite
14.471124	15.184668	bite
15.244250	16.000000	chew
16.291298	16.838090	chew
16.989100	17.739200	chew
17.788190	18.520000	chew
18.600000	19.360000	chew
19.440000	20.200000	chew
20.280000	21.040000	chew
21.901781	22.661781	bite
24.120000	24.920000	bite
25.440000	26.160000	bite
26.530394	27.085002	bite
27.450344	28.111692	bite
28.392346	28.884364	bite
29.565546	30.151118	bite
30.456893	31.252457	bite
32.495011	33.655011	chew
34.800000	35.560000	chew
35.680000	36.520000	chew
37.735868	38.464512	chew
38.693228	39.257810	chew
39.574904	40.170423	chew
40.495251	41.106237	chew
41.454267	41.995648	chew
