0.019708	0.557292	bite
1.126052	2.126052	bite
3.960000	4.600000	bite
4.680000	5.382264	chew
5.506921	6.186921	chewbite
6.313528	6.989331	chewbite
7.040000	7.880000	chewbite
8.066063	8.706063	chewbite
8.762678	9.495956	chew
9.715940	10.520000	chewbite
11.160498	11.959772	chewbite
12.011101	12.585334	chewbite
12.678385	13.318385	chewbite
13.440000	14.240000	chew
14.360000	15.040000	chew
15.123336	15.765487	chewbite
15.846148	16.520764	chew
17.481358	18.081358	bite
18.400000	19.000000	chewbite
19.080000	19.880000	chewbite
20.091830	20.691830	chewbite
20.817775	21.391227	chew
21.640000	22.640000	bite
23.332921	24.212921	chewbite
25.000000	25.640000	chewbite
25.880000	26.480000	chewbite
26.560000	27.400000	chew
27.480000	28.360000	chew
28.421873	29.301873	bite
29.396407	30.196407	chew
30.467720	30.987720	bite
31.160000	31.920000	chew
32.040000	32.640000	chewbite
32.880000	33.600000	chewbite
34.040000	34.840000	chewbite
35.080000	35.640000	chewbite
35.800000	36.600000	chewbite
36.840000	37.520000	chewbite
37.600000	38.400000	chewbite
38.680000	39.400000	chewbite
39.760000	40.400000	chewbite
40.520000	41.200000	chew
41.280000	41.920000	chewbite
42.120000	42.640000	bite
42.840000	43.480000	chewbite
43.680000	44.360000	chew
44.440000	45.200000	chew
45.240193	45.959615	chew
46.120000	47.040000	chew
47.360000	48.040000	chew
48.120000	48.722613	chew
48.847730	49.462889	chew
49.588006	50.240000	chew
50.320000	51.040000	bite
51.256164	51.879451	chew
51.952779	52.473407	chew
52.671392	53.390005	chew
54.915224	55.835224	chew
55.952007	56.792417	chew
57.162987	58.082987	chew
58.302904	59.182904	chew
59.360000	60.070171	chew
60.227430	61.067430	chew
61.240000	61.960000	chew
