0.991979	1.631979	bite
1.776231	2.257684	bite
2.561029	3.001029	bite
3.313825	3.666400	bite
3.980216	4.387200	bite
4.818873	5.285333	bite
5.671129	6.080000	bite
6.464452	6.938933	bite
7.262308	7.858933	chewbite
8.187097	8.777767	chewbite
8.989487	9.537334	chew
9.905208	10.560000	chewbite
11.392123	12.009866	chew
12.321445	13.033169	chew
13.309699	13.923580	chew
14.143822	14.863822	chew
15.050477	15.810477	chew
16.011532	16.651532	chew
16.872854	17.565333	chew
17.811242	18.400000	chew
18.636298	19.356298	chew
19.620019	20.254399	chew
20.544808	21.161599	chew
21.410663	22.036266	chew
22.299186	22.974399	chew
23.246640	23.841599	chew
24.080763	24.739732	chew
25.041818	25.516266	chew
25.848741	26.370068	chew
26.768996	27.351733	chew
27.698318	28.250666	chew
29.167099	29.887099	chew
30.332151	31.007609	chew
31.343072	31.995863	chew
33.115583	33.857079	chew
34.307834	34.928893	chew
37.753124	38.352532	chew
38.841110	39.611767	chew
40.006162	40.677066	chew
