0.183562	1.684983	bite
3.486173	4.366173	bite
4.857401	5.337401	bite
5.833529	6.366482	bite
6.400000	6.879381	bite
7.007207	7.607207	bite
7.785786	8.825786	bite
9.668319	10.400000	bite
10.679309	11.138103	bite
11.353303	12.233303	chewbite
12.352672	13.192672	chewbite
13.317180	14.200344	chewbite
14.351411	15.071411	chew
15.222954	16.111928	chewbite
16.257185	16.800000	chew
17.151970	17.926041	chewbite
18.075806	18.795806	chew
19.017072	19.760789	chewbite
19.842133	20.522133	chew
20.714824	21.474824	chew
21.536091	22.416091	chewbite
22.552891	23.432891	chewbite
23.595579	24.414830	chewbite
24.583328	25.383328	chew
25.483923	26.279932	chewbite
26.374044	27.134044	chew
27.241121	28.081121	chew
28.185076	29.185076	chewbite
29.372153	30.132153	chew
30.234764	31.038558	chewbite
31.137808	31.857808	chew
32.148323	32.995534	chewbite
33.032634	33.792634	chew
34.321371	34.961371	chew
35.152242	35.992242	chew
36.041216	37.121216	chewbite
37.203273	37.963273	chew
38.074816	38.874816	chew
38.981221	39.821221	chew
39.968970	40.768970	chewbite
40.869565	41.909565	chewbite
42.008381	42.848381	chew
42.920597	43.720597	chew
43.809571	44.809571	chewbite
44.861233	45.701233	chew
45.802499	46.722499	chewbite
47.098194	47.818194	chew
47.975547	48.895547	chewbite
49.003968	50.003338	bite
50.160000	50.735434	chew
50.915553	51.845199	chewbite
51.996266	52.803896	chewbite
52.885240	53.685240	chewbite
53.849748	54.729748	chew
54.849118	55.609118	chewbite
55.697420	56.528291	chewbite
56.673548	57.513548	chew
57.672918	58.527030	chewbite
59.084817	59.867821	chew
59.944740	60.664740	chew
60.932489	61.734309	chewbite
61.989961	62.646482	chewbite
62.861505	63.741505	chewbite
63.779530	64.699530	chewbite
64.726607	65.526607	chew
65.691115	66.491115	chew
66.545227	67.225227	chew
67.381909	68.501909	chewbite
68.671792	69.351792	chew
69.601439	70.361439	chew
70.490413	71.290413	chew
71.385197	72.265197	chewbite
72.338084	73.258084	chewbite
73.320023	74.240023	chewbite
74.354254	75.194254	chewbite
75.231608	75.951608	chew
76.079910	76.919910	chew
76.980504	77.860504	chewbite
77.945012	78.745012	chew
78.828176	79.708176	chewbite
79.804304	80.764304	chewbite
80.873397	81.953397	chew
82.040000	82.360000	bite
82.790792	83.587432	chew
83.900557	84.780791	chew
84.853444	85.733444	chew
85.823762	86.743762	chew
86.788270	87.668270	chew
87.735347	88.735347	chew
88.850922	89.745707	chew
90.240000	90.977488	chew
91.099504	92.019504	chew
92.104684	92.944684	chew
93.045950	93.885950	chew
93.934924	94.854924	chew
96.078920	96.944570	chew
97.095721	98.055721	chew
98.246158	99.057541	chew
99.408215	100.143913	chew
100.261697	101.261697	chew
101.349999	102.109999	chew
102.184231	103.144231	chew
