0.154462	1.082553	bite
2.338994	2.938994	bite
3.160000	3.960000	chew
4.160000	4.640000	chewbite
5.000000	5.760000	chew
5.960000	6.480000	bite
6.560000	7.280000	chew
7.360000	8.160000	chew
8.280000	8.960000	chew
9.063088	9.703088	bite
9.960000	10.600000	chewbite
10.768197	11.319847	chew
11.382240	11.834592	chew
12.920000	13.640000	chew
13.747865	14.427865	chewbite
14.760000	15.440000	chewbite
15.720000	16.280000	chewbite
16.440000	17.160000	chew
17.272501	17.992501	chewbite
18.240000	19.040000	chew
19.160000	19.760000	chewbite
20.000000	20.640000	chewbite
20.920000	21.600000	chewbite
21.760000	22.520000	chewbite
22.760000	23.560000	chew
23.640000	24.440000	chewbite
24.760000	25.440000	chewbite
25.520000	26.160000	chew
26.240000	26.920000	chew
27.000000	27.760000	chew
27.880000	28.640000	chewbite
28.840000	29.320000	chewbite
29.400000	30.200000	chew
30.308320	30.948320	chewbite
31.320000	31.960000	chewbite
32.120000	32.624549	chewbite
33.680000	34.280000	bite
34.520000	35.320000	chew
35.440000	36.040000	chewbite
36.280000	37.120000	chew
37.240000	37.800000	chewbite
38.000000	38.840000	chewbite
38.997120	39.597120	chewbite
39.800000	40.440000	chew
40.520000	41.320000	chew
41.480000	42.080000	chewbite
42.400000	43.200000	chewbite
43.408358	44.248358	chewbite
44.680000	45.160000	chewbite
45.280000	46.120000	chew
46.240000	46.880000	chewbite
47.080000	47.720000	chew
47.739412	48.363202	chew
49.160000	49.840000	chewbite
50.000000	50.760000	chewbite
50.960000	51.640000	chewbite
51.960000	52.680000	chewbite
52.760000	53.640000	chewbite
53.880000	54.520000	chew
54.600000	55.240000	chew
55.320000	55.880000	chewbite
56.080000	56.760000	chew
56.840000	57.480000	chewbite
57.680000	58.400000	chewbite
58.640000	59.320000	chewbite
59.887065	60.800000	chew
60.911191	61.414226	chew
61.710782	62.537087	chewbite
66.505094	67.425094	chew
67.460741	68.300741	chew
68.369723	69.129723	chew
69.185133	70.025133	chew
70.240000	71.000000	chew
71.160000	71.840000	chew
71.960000	72.720000	chew
72.840000	73.512807	chew
73.623137	74.285116	chew
74.395446	75.057426	chew
75.917999	76.635143	chew
77.286089	77.922948	chew
